month,revenue,marketing_spend,operating_expenses,new_customers,total_customers,date,CAC,ARPU,lost_customers,churn_rate,average_lifespan,LTV,burn_rate,runway_months,LTV_CAC_ratio
2040-08-01,11324,2959,12283,133,50724,Aug-2040,22.24812030075188,0.2232473779670373,18.0,0.0003556679641960916,2811.611111111111,627.6848084185439,3918,25.5,28.21
2040-09-01,13141,2692,15736,101,50806,Sep-2040,26.653465346534652,0.25865055308428136,19.0,0.00037457613752858607,2669.684210526316,690.5152976130047,5287,18.9,25.91
2040-10-01,29870,5899,15710,154,50939,Oct-2040,38.3051948051948,0.5863876401185733,21.0,0.00041333700744006614,2419.3333333333335,1418.667163993535,-8261,0.0,37.04
2040-11-01,11810,6473,9619,103,51022,Nov-2040,62.84466019417476,0.23146877817412095,20.0,0.000392626474803196,2546.95,589.5394045705773,4282,23.4,9.38
2040-12-01,16588,4946,14868,64,51076,Dec-2040,77.28125,0.32477092959511317,10.0,0.0001959938849907883,5102.2,1657.0462369801864,3226,31.0,21.44
2041-01-01,29307,2526,9431,110,51171,Jan-2041,22.963636363636365,0.5727267397549394,15.0,0.0002936800062651735,3405.0666666666666,1950.172730648219,-17350,0.0,84.92
2041-02-01,15301,5224,17067,171,51323,Feb-2041,30.549707602339183,0.29813144204352826,19.0,0.00037130405893963375,2693.2105263157896,802.9307379373361,6990,14.3,26.28
2041-03-01,25485,4253,12713,70,51383,Mar-2041,60.75714285714286,0.4959811610844054,10.0,0.0001948444167332385,5132.3,2545.524113033494,-8519,0.0,41.9
2041-04-01,21714,5344,18653,95,51462,Apr-2041,56.252631578947366,0.4219424041039991,16.0,0.0003113870346223459,3211.4375000000005,1355.0416593797368,2283,43.8,24.09
2041-05-01,14748,5965,17557,183,51631,May-2041,32.595628415300546,0.28564234665220506,14.0,0.0002720453927169562,3675.857142857143,1049.9804602439842,8774,11.4,32.21
2041-06-01,19435,3875,17435,87,51697,Jun-2041,44.54022988505747,0.3759405768226396,21.0,0.000406732389455947,2458.6190476190477,924.2946629490336,1875,53.3,20.75
2041-07-01,13709,3763,12998,111,51795,Jul-2041,33.9009009009009,0.2646780577275799,13.0,0.00025146526877768536,3976.6923076923076,1052.5431961802076,3052,32.8,31.05
2041-08-01,23116,2520,8162,135,51917,Aug-2041,18.666666666666668,0.44524914767802454,13.0,0.00025098947774881747,3984.230769230769,1773.97535415256,-12434,0.0,95.03
2041-09-01,19576,3016,9974,127,52017,Sep-2041,23.748031496062993,0.3763385047196109,27.0,0.0005200608663828804,1922.8518518518517,723.6431907232607,-6586,0.0,30.47
2041-10-01,20150,2116,11291,95,52085,Oct-2041,22.273684210526316,0.38686762023615245,27.0,0.0005190610761866312,1926.5555555555557,745.3219630305164,-6743,0.0,33.46
2041-11-01,29456,4433,16461,190,52249,Nov-2041,23.33157894736842,0.5637619858753278,26.0,0.0004991840261111644,2003.269230769231,1129.367039781402,-8562,0.0,48.41
2041-12-01,16530,2583,8631,52,52281,Dec-2041,49.67307692307692,0.3161760486601251,20.0,0.0003827824455970449,2612.4500000000003,825.9941183221439,-5316,0.0,16.63
2042-01-01,20188,2394,8905,55,52323,Jan-2042,43.527272727272724,0.3858341455956272,13.0,0.0002486562996117136,4021.6153846153848,1551.6765358373066,-8889,0.0,35.65
2042-02-01,24683,5788,19663,142,52448,Feb-2042,40.76056338028169,0.4706185173886516,17.0,0.0003249049175314871,3077.823529411765,1448.4807461956718,768,130.2,35.54
2042-03-01,10504,4768,19445,57,52492,Mar-2042,83.64912280701755,0.2001066829231121,13.0,0.0002478645515558267,4034.4615384615386,807.3227158424141,13709,7.3,9.65
2042-04-01,11214,6167,10014,157,52637,Apr-2042,39.28025477707006,0.21304405646218438,12.0,0.00022860626381162843,4374.333333333334,931.925717651082,4967,20.1,23.73
2042-05-01,11531,5860,17833,124,52749,May-2042,47.25806451612903,0.21860130049858764,12.0,0.00022797651841860287,4386.416666666667,958.8763878620132,12162,8.2,20.29
2042-06-01,10823,2273,15896,126,52857,Jun-2042,18.03968253968254,0.20476001286489964,18.0,0.0003412386964681795,2930.5,600.0492177005884,7346,13.6,33.26
2042-07-01,27312,4013,8204,99,52932,Jul-2042,40.535353535353536,0.5159827703468601,24.0,0.0004540552812304898,2202.375,1136.3875538426662,-15095,0.0,28.03
2042-08-01,15029,6433,8581,60,52965,Aug-2042,107.21666666666667,0.2837534220711791,27.0,0.0005100884153253231,1960.4444444444443,556.2828198915427,-15,0.0,5.19
2042-09-01,23428,3389,13675,144,53083,Sep-2042,23.53472222222222,0.44134657046512066,26.0,0.0004908902105163788,2037.1153846153845,899.0738886417352,-6364,0.0,38.2
2042-10-01,26517,5566,17032,119,53189,Oct-2042,46.773109243697476,0.49854293180920867,13.0,0.00024489949701410996,4083.3076923076924,2035.704188402171,-3919,0.0,43.52
2042-11-01,12105,6702,13347,65,53239,Nov-2042,103.1076923076923,0.22737091230113263,15.0,0.0002820131982176766,3545.933333333333,806.2420969589962,7944,12.6,7.82
2042-12-01,13627,2165,17911,117,53336,Dec-2042,18.504273504273506,0.2554934753262337,20.0,0.00037566445650744757,2661.95,680.1108566446677,6449,15.5,36.75
2043-01-01,22972,3567,10643,148,53474,Jan-2043,24.10135135135135,0.42959195122863447,10.0,0.00018749062546872657,5333.599999999999,2291.271631073045,-8762,0.0,95.07
2043-02-01,11852,2728,16017,97,53546,Feb-2043,28.123711340206185,0.22134239719120008,25.0,0.0004675169241126529,2138.96,473.44253389608934,6893,14.5,16.83
2043-03-01,14910,4043,10297,113,53630,Mar-2043,35.7787610619469,0.2780160358008577,29.0,0.0005415904082471146,1846.4137931034484,513.3326432066458,-570,0.0,14.35
2043-04-01,21003,6197,8874,139,53742,Apr-2043,44.58273381294964,0.39081165568828846,27.0,0.0005034495618124184,1986.2962962962963,776.2677442430708,-5932,0.0,17.41
2043-05-01,23843,5496,13560,125,53848,May-2043,43.968,0.4427833902837617,19.0,0.0003535409921476685,2828.5263157894738,1252.4244716121011,-4787,0.0,28.48
2043-06-01,21704,2778,8689,188,54018,Jun-2043,14.77659574468085,0.401791995260839,18.0,0.0003342742534541673,2991.5555555555557,1201.9830756003144,-10237,0.0,81.34
2043-07-01,25761,2213,12000,150,54150,Jul-2043,14.753333333333334,0.47573407202216067,18.0,0.0003332222592469177,3001.0,1427.6779501385042,-11548,0.0,96.77
2043-08-01,16190,5762,19333,138,54266,Aug-2043,41.7536231884058,0.2983451885158294,22.0,0.0004062788550323176,2461.3636363636365,734.3359980969166,8905,11.2,17.59
2043-09-01,27640,3576,17614,67,54320,Sep-2043,53.37313432835821,0.5088365243004418,13.0,0.00023956068256366785,4174.307692307692,2124.040217514444,-6450,0.0,39.8
2043-10-01,29760,4448,8671,68,54361,Oct-2043,65.41176470588235,0.547451297805412,27.0,0.0004970544918998527,2011.851851851852,1101.3909072885178,-16641,0.0,16.84
2043-11-01,15645,4936,15927,104,54435,Nov-2043,47.46153846153846,0.28740699917332596,30.0,0.0005518662276264234,1812.0333333333333,520.7910627353724,5218,19.2,10.97
2043-12-01,29870,5117,9171,151,54557,Dec-2043,33.88741721854305,0.547500779001778,29.0,0.0005327454762560853,1877.0689655172412,1027.696720860751,-15582,0.0,30.33
2044-01-01,29968,2591,13591,167,54697,Jan-2044,15.51497005988024,0.5478911092016016,27.0,0.0004948952471726818,2020.6296296296296,1107.0850090633992,-13786,0.0,71.36
2044-02-01,19588,4720,19918,183,54854,Feb-2044,25.792349726775956,0.35709337514128414,26.0,0.0004753459970382288,2103.730769230769,751.2283207731853,5050,19.8,29.13
2044-03-01,21829,2713,17135,53,54888,Mar-2044,51.18867924528302,0.39770077248214547,19.0,0.00034637401101104753,2887.052631578947,1148.1830617755581,-1981,0.0,22.43
2044-04-01,18053,2935,14342,157,55023,Apr-2044,18.694267515923567,0.3280991585337041,22.0,0.0004008162075499198,2494.909090909091,818.5775733453614,-776,0.0,43.79
2044-05-01,13330,6337,9449,164,55159,May-2044,38.640243902439025,0.24166500480429304,28.0,0.0005088781055195101,1965.1071428571427,474.8976271195219,2456,40.7,12.29
2044-06-01,29087,2001,19929,78,55220,Jun-2044,25.653846153846153,0.526747555233611,17.0,0.0003081999311082507,3244.6470588235293,1709.1099058312207,-7157,0.0,66.62
2044-07-01,18662,4848,10539,108,55301,Jul-2044,44.888888888888886,0.33746225203884195,27.0,0.0004889532777978994,2045.185185185185,690.1727984290685,-3275,0.0,15.38
2044-08-01,17114,6044,11959,174,55462,Aug-2044,34.735632183908045,0.3085716346327215,13.0,0.00023507712337932405,4253.923076923077,1312.6399974480103,889,112.5,37.79
2044-09-01,23323,3949,14285,147,55599,Sep-2044,26.86394557823129,0.4194859619777334,10.0,0.00018030363131513468,5546.200000000001,2326.553042320905,-5089,0.0,86.61
2044-10-01,11353,2917,13432,66,55652,Oct-2044,44.196969696969695,0.20399985624955078,13.0,0.0002338171549848019,4276.846153846153,872.4760005860594,4996,20.0,19.74
2044-11-01,20975,5174,12260,156,55797,Nov-2044,33.166666666666664,0.3759162678997079,11.0,0.0001976568676777115,5059.272727272727,1901.8629219231402,-3541,0.0,57.34
2044-12-01,21023,4241,10361,92,55873,Dec-2044,46.09782608695652,0.37626402734773506,16.0,0.00028675376812373427,3487.3125,1312.1502458700984,-6421,0.0,28.46
2045-01-01,10667,2089,14164,129,55980,Jan-2045,16.1937984496124,0.19055019649874955,22.0,0.00039375011186082724,2539.681818181818,483.93686949884693,5586,17.9,29.88
2045-02-01,19337,3709,19844,57,56008,Feb-2045,65.0701754385965,0.34525424939294386,29.0,0.0005180421579135406,1930.344827586207,666.4597545178275,4216,23.7,10.24
2045-03-01,23659,4169,11670,190,56168,Mar-2045,21.942105263157895,0.421218487394958,30.0,0.0005356377660334238,1866.9333333333334,786.3868347338936,-7820,0.0,35.84
2045-04-01,13719,6238,9753,155,56300,Apr-2045,40.24516129032258,0.24367673179396093,23.0,0.0004094858282295969,2442.0869565217395,595.0797683218782,2272,44.0,14.79
2045-05-01,29129,5041,16100,57,56338,May-2045,88.43859649122807,0.5170400085200043,19.0,0.0003374777975133215,2963.157894736842,1532.0711831408548,-7988,0.0,17.32
2045-06-01,17483,2105,18544,145,56454,Jun-2045,14.517241379310345,0.3096857618592128,29.0,0.0005147502573751287,1942.6896551724137,601.6233259180804,3166,31.6,41.44
2045-07-01,10539,2886,9938,143,56587,Jul-2045,20.181818181818183,0.18624419036174386,10.0,0.00017713536684734474,5645.4,1051.4229522681887,2285,43.8,52.1
2045-08-01,14964,2427,16562,114,56683,Aug-2045,21.289473684210527,0.2639944957041794,18.0,0.0003180942619329528,3143.722222222222,829.9253626895777,4025,24.8,38.98
2045-09-01,14835,3895,13976,88,56742,Sep-2045,44.26136363636363,0.2614465475309295,29.0,0.0005116172397367818,1954.5862068965516,511.0198156446785,3036,32.9,11.55
2045-10-01,16042,2316,18123,130,56845,Oct-2045,17.815384615384616,0.2822059987685812,27.0,0.0004758380035952205,2101.5555555555557,593.0715845232162,4397,22.7,33.29
2045-11-01,24837,2634,14588,133,56948,Nov-2045,19.804511278195488,0.4361347193931306,30.0,0.0005277509015744568,1894.8333333333335,826.4026041300837,-7615,0.0,41.73
2045-12-01,17312,3925,16616,137,57064,Dec-2045,28.64963503649635,0.303378662554325,21.0,0.00036875746294865494,2711.809523809524,822.7051464354143,3229,31.0,28.72
2046-01-01,15320,4056,14304,135,57181,Jan-2046,30.044444444444444,0.2679211626239485,18.0,0.0003154353007149867,3170.222222222222,849.3696235540554,3040,32.9,28.27
2046-02-01,23216,5144,15345,142,57300,Feb-2046,36.225352112676056,0.40516579406631764,23.0,0.00040223151046676344,2486.1304347826085,1007.2950117611351,-2727,0.0,27.81
2046-03-01,12779,4270,15875,135,57418,Mar-2046,31.62962962962963,0.22256086941377268,17.0,0.0002966841186736475,3370.5882352941176,750.1610480828926,7366,13.6,23.72
2046-04-01,27308,3439,17086,93,57481,Apr-2046,36.97849462365591,0.47507872166455,30.0,0.0005224842383921419,1913.9333333333332,909.269001351171,-6783,0.0,24.59
2046-05-01,11581,2552,14633,186,57653,May-2046,13.720430107526882,0.2008741956186148,14.0,0.00024355874114924931,4105.785714285715,824.7464027395428,5604,17.8,60.11
2046-06-01,29708,2715,8597,123,57754,Jun-2046,22.073170731707318,0.5143886137756692,22.0,0.0003815933255858325,2620.590909090909,1348.0021250003936,-18396,0.0,61.07
2046-07-01,22677,5911,11062,85,57828,Jul-2046,69.54117647058824,0.39214567337621914,11.0,0.00019046299823388856,5250.363636363637,2058.907383651833,-5704,0.0,29.61
2046-08-01,15713,3713,10336,150,57951,Aug-2046,24.753333333333334,0.27114286207313076,27.0,0.00046690184685619425,2141.777777777778,580.7277565912965,-1664,0.0,23.46
2046-09-01,26639,5389,17879,153,58089,Sep-2046,35.22222222222222,0.4585894059116184,15.0,0.0002588393642905213,3863.3999999999996,1771.7143107989464,-3371,0.0,50.3
2046-10-01,14804,3107,8572,115,58181,Oct-2046,27.017391304347825,0.2544473281655523,23.0,0.00039594415465922983,2525.6086956521735,642.6343846003812,-3125,0.0,23.79
2046-11-01,28222,6206,15521,104,58264,Nov-2046,59.67307692307692,0.48438143622133734,21.0,0.00036094257575497153,2770.5238095238096,1341.9903019425537,-6495,0.0,22.49
2046-12-01,20136,2250,14171,140,58384,Dec-2046,16.071428571428573,0.3448890106878597,20.0,0.0003432651379925855,2913.2,1004.7306659358728,-3715,0.0,62.52
2047-01-01,10009,4430,15097,71,58438,Jan-2047,62.394366197183096,0.17127553988842875,17.0,0.0002911756645656344,3434.3529411764707,588.2206541674132,9518,10.5,9.43
2047-02-01,29255,4054,10090,150,58578,Feb-2047,27.026666666666667,0.4994195773157158,10.0,0.00017112153051096889,5843.8,2918.50812591758,-15111,0.0,107.99
2047-03-01,15124,2458,14566,170,58724,Mar-2047,14.458823529411765,0.2575437640487705,24.0,0.0004097101300829663,2440.75,628.5999421020366,1900,52.6,43.48
2047-04-01,11015,2207,19861,142,58850,Apr-2047,15.54225352112676,0.18717077315208155,16.0,0.0002724610040187998,3670.25,686.9635301614273,11053,9.0,44.2
2047-05-01,12193,2899,12624,157,58993,May-2047,18.46496815286624,0.20668553896224975,14.0,0.000237892948173322,4203.571428571428,868.8174262805999,3330,30.0,47.05
2047-06-01,18415,5461,9633,190,59158,Jun-2047,28.742105263157896,0.3112850333006525,25.0,0.00042377909243469564,2359.7200000000003,734.5455187802157,-3321,0.0,25.56
2047-07-01,23550,5385,9517,59,59206,Jul-2047,91.27118644067797,0.39776374016147015,11.0,0.0001859427296392711,5378.0,2139.1733945883866,-8648,0.0,23.44
2047-08-01,24512,2021,18849,58,59236,Aug-2047,34.8448275862069,0.41380241744884866,28.0,0.0004729250413809411,2114.5,874.9852116955905,-3642,0.0,25.11
2047-09-01,14158,2409,11648,83,59296,Sep-2047,29.02409638554217,0.23876821370750134,23.0,0.00038827739887906,2575.4782608695655,614.9423437903283,-101,0.0,21.19
2047-10-01,16970,2894,19780,178,59458,Oct-2047,16.258426966292134,0.2854115510107975,16.0,0.0002698327037236913,3706.0,1057.7352080460155,5704,17.5,65.06
2047-11-01,16938,2514,9537,138,59568,Nov-2047,18.217391304347824,0.28434730056406127,28.0,0.0004709206498704968,2123.5,603.8114927477841,-4887,0.0,33.14
2047-12-01,23772,6904,11137,142,59699,Dec-2047,48.61971830985915,0.39819762475083337,11.0,0.00018466290625839376,5415.272727272728,2156.3487373779676,-5731,0.0,44.35
2048-01-01,28017,6969,14985,120,59796,Jan-2048,58.075,0.4685430463576159,23.0,0.00038526608485904286,2595.608695652174,1216.1544054131875,-6063,0.0,20.94
2048-02-01,20344,6109,8097,116,59901,Feb-2048,52.66379310344828,0.3396270513013138,11.0,0.0001839587932303164,5436.0,1846.212650873942,-6138,0.0,35.06
2048-03-01,17266,4134,19407,197,60078,Mar-2048,20.98477157360406,0.2873930556942641,20.0,0.0003338842423331831,2995.0499999999997,860.7565714571056,6275,15.9,41.02
2048-04-01,18702,5595,11750,166,60227,Apr-2048,33.704819277108435,0.31052517973666294,17.0,0.0002829654782116582,3534.0,1097.395985189367,-1357,0.0,32.56
2048-05-01,10384,4956,19349,143,60355,May-2048,34.65734265734266,0.17204871178858422,15.0,0.00024905773158218075,4015.133333333333,690.7985176594041,13921,7.2,19.93
2048-06-01,10404,3560,16535,148,60486,Jun-2048,24.054054054054053,0.17200674536256325,17.0,0.00028166680473862976,3550.294117647059,610.6745362563238,9691,10.3,25.39
2048-07-01,18175,3266,16174,162,60636,Jul-2048,20.160493827160494,0.2997394287222112,12.0,0.00019839301656581688,5040.5,1510.8365904743057,1265,79.1,74.94
2048-08-01,25158,4169,16103,152,60763,Aug-2048,27.42763157894737,0.41403485673847573,25.0,0.0004122963256151461,2425.44,1004.2167029277686,-4886,0.0,36.61
2048-09-01,22763,5638,13413,140,60881,Sep-2048,40.27142857142857,0.3738933328953204,22.0,0.00036206243931339796,2761.9545454545455,1032.6763903053798,-3712,0.0,25.64
2048-10-01,28384,2749,12666,139,60997,Oct-2048,19.776978417266186,0.4653343607062642,23.0,0.00037778617302606723,2647.0,1231.7400527894813,-12969,0.0,62.28
2048-11-01,19860,5427,8610,66,61045,Nov-2048,82.22727272727273,0.32533377016954707,18.0,0.0002950964801547617,3388.722222222222,1102.4657766128812,-5823,0.0,13.41
2048-12-01,15989,6780,9727,67,61082,Dec-2048,101.19402985074628,0.2617628761337219,30.0,0.0004914407404373823,2034.8333333333333,532.6438257861017,518,193.1,5.26
2049-01-01,25106,3927,18482,165,61217,Jan-2049,23.8,0.410114837381773,30.0,0.0004911430536000786,2036.0666666666668,835.0211498984487,-2697,0.0,35.08
2049-02-01,27844,5804,9854,142,61329,Feb-2049,40.87323943661972,0.4540103376869018,30.0,0.0004900599506672983,2040.5666666666666,926.4383614059689,-12186,0.0,22.67
2049-03-01,13636,5702,18800,140,61451,Mar-2049,40.72857142857143,0.22190037590926104,18.0,0.0002934989972117595,3407.166666666667,756.0515641188373,10866,9.2,18.56
2049-04-01,20916,4356,13055,131,61556,Apr-2049,33.25190839694657,0.3397881603742933,26.0,0.0004231013327691982,2363.5,803.0893170446423,-3505,0.0,24.15
2049-05-01,14809,6790,18271,117,61645,May-2049,58.034188034188034,0.24023035120447725,28.0,0.0004548703619468451,2198.4285714285716,528.1292678122429,10252,9.8,9.1
2049-06-01,23456,4335,10324,163,61792,Jun-2049,26.595092024539877,0.3795960642154324,16.0,0.00025955065293211126,3852.8125000000005,1462.5124611600208,-8797,0.0,54.99
2049-07-01,25444,2306,17369,50,61824,Jul-2049,46.12,0.41155538302277433,18.0,0.0002912998446400829,3432.8888888888887,1412.8239015412928,-5769,0.0,30.63
2049-08-01,15997,5665,17283,107,61920,Aug-2049,52.94392523364486,0.25834948320413437,11.0,0.00017792443064182194,5620.363636363637,1452.018040873855,6951,14.4,27.43
2049-09-01,12048,3989,13774,158,62054,Sep-2049,25.246835443037973,0.19415347922776935,24.0,0.0003875968992248062,2580.0,500.9159764076449,5715,17.5,19.84
2049-10-01,22338,2661,14519,197,62224,Oct-2049,13.50761421319797,0.3589933144767292,27.0,0.0004351049086279692,2298.296296296296,825.0730050569982,-5158,0.0,61.08
2049-11-01,27100,6644,18983,165,62366,Nov-2049,40.266666666666666,0.43453163582721355,23.0,0.000369632296220108,2705.391304347826,1175.5781090309797,-1473,0.0,29.19
2049-12-01,14544,2311,9749,136,62479,Dec-2049,16.99264705882353,0.23278221482418093,23.0,0.00036879068723342845,2711.5652173913045,631.2041569445595,-2484,0.0,37.15
2050-01-01,14976,4920,18867,59,62525,Jan-2050,83.38983050847457,0.2395201919232307,13.0,0.00020806991149026073,4806.076923076923,1151.1524670131946,8811,11.3,13.8
2050-02-01,22775,3082,8781,108,62612,Feb-2050,28.537037037037038,0.3637481632913818,21.0,0.0003358656537385046,2977.3809523809523,1083.0168528473166,-10912,0.0,37.95
2050-03-01,20015,4971,15548,90,62691,Mar-2050,55.233333333333334,0.3192643282129811,11.0,0.00017568517217146873,5692.0,1817.2525561882885,504,198.4,32.9
2050-04-01,13419,2754,19240,154,62825,Apr-2050,17.883116883116884,0.2135933147632312,20.0,0.0003190250594184173,3134.55,669.5189247910864,8575,11.7,37.44
2050-05-01,24430,6130,14823,182,62977,May-2050,33.68131868131868,0.3879193991457199,30.0,0.000477516912057302,2094.166666666667,812.3678750443285,-3477,0.0,24.12
2050-06-01,17239,6540,10105,171,63122,Jun-2050,38.24561403508772,0.2731060486042901,26.0,0.0004128491353986376,2422.1923076923076,661.515370113553,-594,0.0,17.3
2050-07-01,24489,2352,11867,194,63302,Jul-2050,12.123711340206185,0.38685981485577076,14.0,0.0002217927188618865,4508.714285714286,1744.2403738089974,-10270,0.0,143.87
2050-08-01,26633,2902,15193,71,63358,Aug-2050,40.87323943661972,0.4203573345118217,15.0,0.00023695933777763737,4220.133333333333,1773.963999284489,-8538,0.0,43.4
2050-09-01,20357,5888,12976,147,63486,Sep-2050,40.054421768707485,0.32065337239706393,19.0,0.0002998832033839452,3334.631578947369,1069.2608614912199,-1493,0.0,26.7
2050-10-01,27154,2158,10113,117,63575,Oct-2050,18.444444444444443,0.4271175776641762,28.0,0.00044104211952241437,2267.357142857143,968.4280905567105,-14883,0.0,52.51
2050-11-01,14363,3977,13879,188,63735,Nov-2050,21.154255319148938,0.2253549854867812,28.0,0.00044042469524184036,2270.535714285714,511.67654294007554,3493,28.6,24.19
2050-12-01,20176,2956,11970,105,63820,Dec-2050,28.152380952380952,0.3161391413350047,20.0,0.00031379932533145055,3186.75,1007.4564086493262,-5250,0.0,35.79
2051-01-01,27461,4071,18183,198,63998,Jan-2051,20.560606060606062,0.42909153411044093,20.0,0.00031338138514572234,3191.0,1369.231085346417,-5207,0.0,66.59
2051-02-01,18427,2403,17259,148,64120,Feb-2051,16.236486486486488,0.28738303181534625,26.0,0.00040626269570924093,2461.4615384615386,707.3822796199435,1235,81.0,43.57
2051-03-01,18580,6611,15264,125,64228,Mar-2051,52.888,0.28928193311328393,17.0,0.0002651278852152215,3771.7647058823527,1091.1033853661038,3295,30.3,20.63
2051-04-01,14858,4779,9577,75,64289,Apr-2051,63.72,0.23111263202103002,14.0,0.00021797346951485334,4587.714285714285,1060.2787235319083,-502,0.0,16.64
2051-05-01,20040,3387,17203,164,64443,May-2051,20.652439024390244,0.3109724873143708,10.0,0.0001555476053446157,6428.900000000001,1999.2110236953588,550,181.8,96.8
2051-06-01,29198,5453,10274,196,64614,Jun-2051,27.821428571428573,0.45188349274151113,25.0,0.0003879397296835964,2577.72,1164.829116909648,-13471,0.0,41.87
2051-07-01,29758,2955,12869,158,64749,Jul-2051,18.70253164556962,0.4595901094997606,23.0,0.0003559600086668524,2809.304347826087,1291.1284928355449,-13934,0.0,69.03
2051-08-01,25254,3712,18006,96,64825,Aug-2051,38.666666666666664,0.38957192441187816,20.0,0.0003088850793062441,3237.4500000000003,1261.219626687235,-3536,0.0,32.62
2051-09-01,21470,6703,14744,120,64916,Sep-2051,55.858333333333334,0.33073510382648347,29.0,0.0004473582722715002,2235.344827586207,739.307003639717,-23,0.0,13.24
2051-10-01,11252,3273,10426,89,64986,Oct-2051,36.7752808988764,0.17314498507370818,19.0,0.0002926859325898084,3416.6315789473683,591.5726237392021,2447,40.9,16.09
2051-11-01,16996,5811,13546,182,65145,Nov-2051,31.928571428571427,0.2608949267019725,23.0,0.00035392238328255316,2825.4782608695655,737.1529437675821,2361,42.4,23.09
2051-12-01,22173,4625,14852,198,65326,Dec-2051,23.358585858585858,0.3394207513088204,17.0,0.00026095632819095864,3832.0588235294117,1300.6802849419473,-2696,0.0,55.68
2052-01-01,14673,4382,10551,181,65488,Jan-2052,24.209944751381215,0.22405631566088444,19.0,0.00029084897284389064,3438.2105263157896,770.3527829927862,260,384.6,31.82
2052-02-01,25781,3441,14411,72,65537,Feb-2052,47.791666666666664,0.3933808383050796,23.0,0.0003512093818714879,2847.304347826087,1120.074971257524,-7929,0.0,23.44
2052-03-01,23051,4979,19849,155,65681,Mar-2052,32.12258064516129,0.35095385271235213,11.0,0.00016784411858949906,5957.909090909091,2090.951149564493,1777,56.3,65.09
2052-04-01,16881,3797,8007,133,65788,Apr-2052,28.548872180451127,0.25659694777163006,26.0,0.0003958526819019199,2526.1923076923076,648.2132356380166,-5077,0.0,22.71
2052-05-01,16949,6390,16087,192,65956,May-2052,33.28125,0.256974346534053,24.0,0.00036480817170304614,2741.1666666666665,704.4095129075948,5528,18.1,21.17
2052-06-01,19521,6009,10555,165,66108,Jun-2052,36.41818181818182,0.29528952622980575,13.0,0.00019710109770149797,5073.538461538462,1498.16276861639,-2957,0.0,41.14
2052-07-01,18017,6850,8475,158,66256,Jul-2052,43.35443037974684,0.2719300893503985,10.0,0.00015126762267804198,6610.8,1797.6754346776142,-2692,0.0,41.46
2052-08-01,16941,3394,13416,185,66430,Aug-2052,18.345945945945946,0.2550203221436098,11.0,0.00016602269983095872,6023.272727272727,1536.05695126791,-131,0.0,83.73
2052-09-01,20209,6281,18403,90,66495,Sep-2052,69.78888888888889,0.30391758778855554,25.0,0.00037633599277434894,2657.2,807.5698142717497,4475,22.3,11.57
2052-10-01,27715,3269,16676,161,66631,Oct-2052,20.304347826086957,0.41594753192958234,25.0,0.0003759681179036018,2659.8,1106.337245426303,-7770,0.0,54.49
2052-11-01,19550,6732,15239,196,66815,Nov-2052,34.3469387755102,0.29259896729776247,12.0,0.00018009635154807822,5552.583333333333,1624.6801491681008,2421,41.3,47.3
2052-12-01,14637,5714,14710,161,66954,Dec-2052,35.49068322981366,0.21861277892284256,22.0,0.0003292673800793235,3037.0454545454545,663.9369465331694,5787,17.3,18.71
2053-01-01,14854,2529,13000,152,67092,Jan-2053,16.638157894736842,0.22139748405174983,14.0,0.0002090987842399259,4782.428571428572,1058.81765337149,675,148.1,63.64
2053-02-01,29561,5623,12654,95,67169,Feb-2053,59.189473684210526,0.4400988551266209,18.0,0.00026828832051511357,3727.3333333333335,1640.3951326752917,-11284,0.0,27.71
2053-03-01,20320,4958,16078,117,67259,Mar-2053,42.376068376068375,0.30211570198783805,27.0,0.00040197114740430853,2487.740740740741,751.5855402526331,716,139.7,17.74
2053-04-01,28564,4914,14063,171,67418,Apr-2053,28.736842105263158,0.4236850692693346,12.0,0.00017841478463848705,5604.916666666666,2374.7195061655143,-9587,0.0,82.64
2053-05-01,14892,6889,10285,64,67471,May-2053,107.640625,0.22071704880615375,11.0,0.000163161173573823,6128.909090909091,1352.7547269466613,2282,43.8,12.57
2053-06-01,17043,5591,13223,178,67632,Jun-2053,31.410112359550563,0.25199609652235627,17.0,0.00025196010137688786,3968.882352941176,1000.1428604976411,1771,56.5,31.84
2053-07-01,26521,4147,14971,160,67778,Jul-2053,25.91875,0.39129215969783704,14.0,0.00020700260231842915,4830.857142857143,1890.276524620294,-7403,0.0,72.93
2053-08-01,29856,6573,11525,73,67830,Aug-2053,90.04109589041096,0.4401592215833702,21.0,0.0003098350497211485,3227.523809523809,1420.6243676417935,-11758,0.0,15.78
2053-09-01,29216,5369,19531,76,67887,Sep-2053,70.64473684210526,0.43036221957075727,19.0,0.00028011204481792715,3570.0000000000005,1536.3931238676037,-4316,0.0,21.75
2053-10-01,29963,2939,10822,89,67965,Oct-2053,33.02247191011236,0.4408592657985728,11.0,0.0001620339682118815,6171.545454545455,2720.7829979334288,-16202,0.0,82.39
2053-11-01,14164,2525,12943,73,68019,Nov-2053,34.58904109589041,0.2082359340772431,19.0,0.0002795556536452586,3577.1052631578946,744.8818557663067,1304,76.7,21.54
2053-12-01,17941,2001,14530,73,68067,Dec-2053,27.410958904109588,0.2635785329160974,25.0,0.00036754436260456636,2720.76,717.1339292168012,-1410,0.0,26.16
